id,기준_년_코드,기준_분기_코드,상권_구분_코드_명,상권_코드_명,서비스_업종_코드_명,분기당_매출_금액,점포수
15564,2014,1,골목상권,곰달래로3길,중식음식점,8273102,2
15590,2014,1,골목상권,목동중앙서로7길,육류판매,3155945,1
15597,2014,1,골목상권,화곡로13길,화장품,61374883,5
15603,2014,1,골목상권,화곡로13길,의약품,206799695,3
15618,2014,1,골목상권,오목로3길,미용실,13110767,2
15650,2014,1,골목상권,오목로5길,미용실,166674866,14
15661,2014,1,골목상권,남부순환로58길,자동차부품,335695869,6
15692,2014,1,골목상권,목동동로12길,당구장,27662462,3
15693,2014,1,골목상권,신목로6길,피부관리실,75812973,7
15697,2014,1,골목상권,목동중앙북로8길,슈퍼마켓,43659211,4
15698,2014,1,전통시장,목2동시장,호프-간이주점,393997998,10
15699,2014,1,전통시장,목2동시장,문구,445443559,2
15700,2014,1,골목상권,목동중앙북로8길,반찬가게,67358360,3
15701,2014,1,전통시장,목2동시장,화장품,212797902,6
15702,2014,1,전통시장,목2동시장,편의점,369051147,3
15704,2014,1,골목상권,목동중앙북로8길,화장품,30012663,1
15707,2014,1,골목상권,목동중앙서로7길,컴퓨터및주변장치판매,1134344,9
15709,2014,1,골목상권,목동중앙로13나길,중식음식점,46996229,1
15712,2014,1,골목상권,목동중앙서로7길,편의점,585709841,5
15713,2014,1,골목상권,목동중앙본로7길,세탁소,35120917,7
15714,2014,1,골목상권,목동중앙본로7길,일반의류,54611901,10
15715,2014,1,골목상권,목동중앙서로7길,분식전문점,13924237,5
15719,2014,1,골목상권,목동중앙서로7길,화장품,120750531,6
15720,2014,1,골목상권,목동중앙본로7길,화장품,195088187,10
15721,2014,1,골목상권,목동중앙본로7길,네일숍,4650264,2
15723,2014,1,골목상권,목동중앙본로7길,육류판매,1192716004,6
15724,2014,1,골목상권,목동중앙남로3가길,분식전문점,128000688,5
15730,2014,1,골목상권,목동중앙남로3가길,가전제품수리,11333393,1
15731,2014,1,골목상권,목동중앙남로3가길,의약품,184515498,2
15733,2014,1,골목상권,목동중앙본로7길,치과의원,102394416,1
15734,2014,1,골목상권,목동중앙남로3가길,노래방,46107108,4
15737,2014,1,골목상권,목동중앙본로7길,제과점,17177727,0
15739,2014,1,골목상권,화곡로13길,미용실,131658667,16
15744,2014,1,골목상권,화곡로13길,일반의원,306766540,2
15745,2014,1,골목상권,목동중앙로3길,예술학원,85825650,5
